composer,title,midi_path,metadata,metadata_composer,metadata_title,bootleg_score_path
"Albéniz, Isaac","6 Pequeños valses, Op.25","../GiantMIDI/midis/Albéniz, Isaac, 6 Pequeños valses, Op.25, UAImWiHgIsM.mid",False,,,
"Albéniz, Isaac","Piano Sonata No.1, Op.28","../GiantMIDI/midis/Albéniz, Isaac, Piano Sonata No.1, Op.28, GiPVN-U5ML0.mid",True,"Albéniz, Isaac",Piano Sonata No.1,"imslp_bootleg_dir-v1.1/Albéniz,_Isaac/Piano_Sonata_No.1_"
"Albéniz, Isaac","Piano Sonata No.3, Op.68","../GiantMIDI/midis/Albéniz, Isaac, Piano Sonata No.3, Op.68, 86wt9mfPOTs.mid",True,"Albéniz, Isaac","Piano Sonata No.3 in A-flat, Op.68","imslp_bootleg_dir-v1.1/Albéniz,_Isaac/Piano_Sonata_No.3_in_A-flat,_Op.68_"
"Albéniz, Isaac","Piano Sonata No.4, Op.72","../GiantMIDI/midis/Albéniz, Isaac, Piano Sonata No.4, Op.72, ZoWUrGEI_YA.mid",True,"Albéniz, Isaac",Piano Sonata No.4 in A major,"imslp_bootleg_dir-v1.1/Albéniz,_Isaac/Piano_Sonata_No.4_in_A_major_"
"Albéniz, Isaac","Piano Sonata No.5, Op.82","../GiantMIDI/midis/Albéniz, Isaac, Piano Sonata No.5, Op.82, 8TF9Szpsk7I.mid",True,"Albéniz, Isaac",Piano Sonata No.5 in G-flat major,"imslp_bootleg_dir-v1.1/Albéniz,_Isaac/Piano_Sonata_No.5_in_G-flat_major_"
"Albéniz, Isaac","12 Piezas características, Op.92","../GiantMIDI/midis/Albéniz, Isaac, 12 Piezas características, Op.92, V7xuPiiGqio.mid",True,"Albéniz, Isaac",12 Piezas características,"imslp_bootleg_dir-v1.1/Albéniz,_Isaac/12_Piezas_características_"
"Albéniz, Isaac","Rapsodia Cubana, Op.66","../GiantMIDI/midis/Albéniz, Isaac, Rapsodia Cubana, Op.66, a7AJNG6v45g.mid",True,"Albéniz, Isaac","Rapsodia Cubana, Op.66","imslp_bootleg_dir-v1.1/Albéniz,_Isaac/Rapsodia_Cubana,_Op.66_"
"Albéniz, Isaac","Recuerdos de Viaje, Op.71","../GiantMIDI/midis/Albéniz, Isaac, Recuerdos de Viaje, Op.71, 8WT14lasbCo.mid",True,"Albéniz, Isaac",Recuerdos de Viaje,"imslp_bootleg_dir-v1.1/Albéniz,_Isaac/Recuerdos_de_Viaje_"
"Albéniz, Isaac","Les saisons, Op.201","../GiantMIDI/midis/Albéniz, Isaac, Les saisons, Op.201, 3tn5mkzkhqQ.mid",True,"Albéniz, Isaac",Les saisons,"imslp_bootleg_dir-v1.1/Albéniz,_Isaac/Les_saisons_"
"Albéniz, Isaac",Serenata Arabe,"../GiantMIDI/midis/Albéniz, Isaac, Serenata Arabe, bjYUIDqRpHU.mid",True,"Albéniz, Isaac",Serenata Arabe,"imslp_bootleg_dir-v1.1/Albéniz,_Isaac/Serenata_Arabe_"
"Albéniz, Isaac","Suite ancienne No.1, Op.54","../GiantMIDI/midis/Albéniz, Isaac, Suite ancienne No.1, Op.54, _NmtN_bnx5E.mid",True,"Albéniz, Isaac",Suite Ancienne No.1,"imslp_bootleg_dir-v1.1/Albéniz,_Isaac/Suite_Ancienne_No.1_"
"Albéniz, Isaac","Suite Española No.1, Op.47","../GiantMIDI/midis/Albéniz, Isaac, Suite Española No.1, Op.47, pssZnVi_h2I.mid",True,"Albéniz, Isaac",Suite Española No.1,"imslp_bootleg_dir-v1.1/Albéniz,_Isaac/Suite_Española_No.1_"
"Albéniz, Isaac","Suite Española No.2, Op.97","../GiantMIDI/midis/Albéniz, Isaac, Suite Española No.2, Op.97, RPFr6VlGXYc.mid",True,"Albéniz, Isaac",Suite Española No.2,"imslp_bootleg_dir-v1.1/Albéniz,_Isaac/Suite_Española_No.2_"
"Albéniz, Isaac",La Vega,"../GiantMIDI/midis/Albéniz, Isaac, La Vega, xkXHTgrMdFk.mid",True,"Albéniz, Isaac",La Vega,"imslp_bootleg_dir-v1.1/Albéniz,_Isaac/La_Vega_"
"Albéniz, Pedro","Isla de la cascada de Aranjuez, Op.70","../GiantMIDI/midis/Albéniz, Pedro, Isla de la cascada de Aranjuez, Op.70, r-tBdPlUz4w.mid",True,"Albéniz, Pedro",Isla de la cascada de Aranjuez,"imslp_bootleg_dir-v1.1/Albéniz,_Pedro/Isla_de_la_cascada_de_Aranjuez_"
"Alden, Bob",The American Dancers,"../GiantMIDI/midis/Alden, Bob, The American Dancers, rsmDH2Zopt0.mid",True,"Alden, Bob",The American Dancers,"imslp_bootleg_dir-v1.1/Alden,_Bob/The_American_Dancers_"
"Alden, John Carver",Souvenir de Vienne,"../GiantMIDI/midis/Alden, John Carver, Souvenir de Vienne, bACQBFJxH8o.mid",True,"Alden, John Carver",Souvenir de Vienne,"imslp_bootleg_dir-v1.1/Alden,_John_Carver/Souvenir_de_Vienne_"
"Alder, Ernest",Valse-caprice,"../GiantMIDI/midis/Alder, Ernest, Valse-caprice, sQ7wZLqvPCs.mid",True,"Alder, Ernest",Valse-caprice sur les motifs de Louis Ganne,"imslp_bootleg_dir-v1.1/Alder,_Ernest/Valse-caprice_sur_les_motifs_de_Louis_Ganne_"
"Aledo, M.",Agnes Waltz,"../GiantMIDI/midis/Aledo, M., Agnes Waltz, 3LLsIGR0t9o.mid",True,"Aledo, M.",Agnes Waltz,"imslp_bootleg_dir-v1.1/Aledo,_M./Agnes_Waltz_"
"Alexandra, Liana",Cadenza for Piano,"../GiantMIDI/midis/Alexandra, Liana, Cadenza for Piano, c4xtOjFKDiI.mid",True,"Alexandra, Liana",Cadenza for Piano,"imslp_bootleg_dir-v1.1/Alexandra,_Liana/Cadenza_for_Piano_"
"Alexandra, Liana",Consonances VI,"../GiantMIDI/midis/Alexandra, Liana, Consonances VI, h3qNBVOQtso.mid",False,,,
"Alexandra, Liana",Sonata for 6 Horns,"../GiantMIDI/midis/Alexandra, Liana, Sonata for 6 Horns, aOzAb9_oFjw.mid",False,,,
"Alexandra, Liana",Symphonic Poem,"../GiantMIDI/midis/Alexandra, Liana, Symphonic Poem, I4gyoEdUrfw.mid",False,,,
"Alexandra, Liana",Symphony No.9 'Jerusalem',"../GiantMIDI/midis/Alexandra, Liana, Symphony No.9 'Jerusalem', ec90hqet7YY.mid",False,,,
"Alexandra, Liana",The Voice,"../GiantMIDI/midis/Alexandra, Liana, The Voice, VtRyL1pH9Yc.mid",False,,,
"Alexandra, Liana",Welcome Rich,"../GiantMIDI/midis/Alexandra, Liana, Welcome Rich, IyMjNxekhyo.mid",True,"Alexandra, Liana",Welcome Rich,"imslp_bootleg_dir-v1.1/Alexandra,_Liana/Welcome_Rich_"
"Alferaki, Achilles","3 Morceaux, Op.27","../GiantMIDI/midis/Alferaki, Achilles, 3 Morceaux, Op.27, JZar5qGriIc.mid",True,"Alferaki, Achilles",3 Morceaux,"imslp_bootleg_dir-v1.1/Alferaki,_Achilles/3_Morceaux_"
"Alferaki, Achilles","3 Morceaux, Op.30","../GiantMIDI/midis/Alferaki, Achilles, 3 Morceaux, Op.30, ePtnmJxtmxg.mid",True,"Alferaki, Achilles",3 Morceaux,"imslp_bootleg_dir-v1.1/Alferaki,_Achilles/3_Morceaux_"
"Alkan, Charles-Valentin","Alleluia, Op.25","../GiantMIDI/midis/Alkan, Charles-Valentin, Alleluia, Op.25, ghXYYxHl4VU.mid",True,"Alkan, Charles-Valentin",Alleluia for Piano,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Alleluia_for_Piano_"
"Alkan, Charles-Valentin","3 Andantes romantiques, Op.13","../GiantMIDI/midis/Alkan, Charles-Valentin, 3 Andantes romantiques, Op.13, 1dUMXk1-iOU.mid",True,"Alkan, Charles-Valentin",3 Andantes romantiques,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/3_Andantes_romantiques_"
"Alkan, Charles-Valentin","Bourrée d'Auvergne, Op.29","../GiantMIDI/midis/Alkan, Charles-Valentin, Bourrée d'Auvergne, Op.29, IevzDo5LBFM.mid",True,"Alkan, Charles-Valentin",Bourrée d'Auvergne - Etude for Piano,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Bourrée_d'Auvergne_-_Etude_for_Piano_"
"Alkan, Charles-Valentin","Capriccio alla soldatesca, Op.50","../GiantMIDI/midis/Alkan, Charles-Valentin, Capriccio alla soldatesca, Op.50, dnnTZcIAVvE.mid",True,"Alkan, Charles-Valentin",Capriccio alla soldatesca,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Capriccio_alla_soldatesca_"
"Alkan, Charles-Valentin",Chapeau bas!,"../GiantMIDI/midis/Alkan, Charles-Valentin, Chapeau bas!, vFpL6KY-2W4.mid",True,"Alkan, Charles-Valentin",Chapeau bas!,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Chapeau_bas!_"
"Alkan, Charles-Valentin",2e verset du 41e Psaume,"../GiantMIDI/midis/Alkan, Charles-Valentin, 2e verset du 41e Psaume, S7-WAxfY3VM.mid",False,,,
"Alkan, Charles-Valentin","Esquisses, Op.63","../GiantMIDI/midis/Alkan, Charles-Valentin, Esquisses, Op.63, ioT8SqcU0is.mid",True,"Alkan, Charles-Valentin",Esquisses,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Esquisses_"
"Alkan, Charles-Valentin",Étude alla barbaro,"../GiantMIDI/midis/Alkan, Charles-Valentin, Étude alla barbaro, Ex3Em_P6TCI.mid",True,"Alkan, Charles-Valentin",Étude alla barbaro,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Étude_alla_barbaro_"
"Alkan, Charles-Valentin","Etude, WoO","../GiantMIDI/midis/Alkan, Charles-Valentin, Etude, WoO, c297e_yjlAQ.mid",True,"Alkan, Charles-Valentin",Etude,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Etude_"
"Alkan, Charles-Valentin","12 Etudes in All the Major Keys, Op.35","../GiantMIDI/midis/Alkan, Charles-Valentin, 12 Etudes in All the Major Keys, Op.35, BGmeOYaExno.mid",True,"Alkan, Charles-Valentin",Etude,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Etude_"
"Alkan, Charles-Valentin","12 Etudes in All the Minor Keys, Op.39","../GiantMIDI/midis/Alkan, Charles-Valentin, 12 Etudes in All the Minor Keys, Op.39, ZG9pGzXmHjo.mid",True,"Alkan, Charles-Valentin",Etude,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Etude_"
"Alkan, Charles-Valentin","Gigue et air de ballet, Op.24","../GiantMIDI/midis/Alkan, Charles-Valentin, Gigue et air de ballet, Op.24, 3sbv3gfx5TY.mid",True,"Alkan, Charles-Valentin","Gigue et air de ballet, dans les style ancien","imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Gigue_et_air_de_ballet,_dans_les_style_ancien_"
"Alkan, Charles-Valentin","Grande fantaisie sur Don Juan, Op.26","../GiantMIDI/midis/Alkan, Charles-Valentin, Grande fantaisie sur Don Juan, Op.26, lIRcC2dRV_4.mid",False,,,
"Alkan, Charles-Valentin","Grande Sonate 'Les Quatre Ages', Op.33","../GiantMIDI/midis/Alkan, Charles-Valentin, Grande Sonate 'Les Quatre Ages', Op.33, pyUvxGxetcI.mid",False,,,
"Alkan, Charles-Valentin","11 grands préludes et 1 transcription du Messie de Hændel, Op.66","../GiantMIDI/midis/Alkan, Charles-Valentin, 11 grands préludes et 1 transcription du Messie de Hændel, Op.66, bj52mjB8s7Y.mid",False,,,
"Alkan, Charles-Valentin","Impromptu sur le Choral de Luther, Op.69","../GiantMIDI/midis/Alkan, Charles-Valentin, Impromptu sur le Choral de Luther, Op.69, ijbX1Ivt6F4.mid",False,,,
"Alkan, Charles-Valentin","3 Improvisations dans le Style brillant, Op.12","../GiantMIDI/midis/Alkan, Charles-Valentin, 3 Improvisations dans le Style brillant, Op.12, ORT-ei5_X8w.mid",True,"Alkan, Charles-Valentin",3 Improvisations dans le Style brillant,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/3_Improvisations_dans_le_Style_brillant_"
"Alkan, Charles-Valentin",Jean qui pleure et Jean qui rit,"../GiantMIDI/midis/Alkan, Charles-Valentin, Jean qui pleure et Jean qui rit, JKgg8-E9bfY.mid",True,"Alkan, Charles-Valentin","Jean qui pleure et Jean qui rit, deux fugues da camera in e and C","imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Jean_qui_pleure_et_Jean_qui_rit,_deux_fugues_da_camera_in_e_and_C_"
"Alkan, Charles-Valentin","Marche funèbre, Op.26","../GiantMIDI/midis/Alkan, Charles-Valentin, Marche funèbre, Op.26, AP8X24rwHHM.mid",True,"Alkan, Charles-Valentin",Marche funèbre pour le piano in e-flat minor,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Marche_funèbre_pour_le_piano_in_e-flat_minor_"
"Alkan, Charles-Valentin","3 Marches quasi da Cavalleria, Op.37","../GiantMIDI/midis/Alkan, Charles-Valentin, 3 Marches quasi da Cavalleria, Op.37, eFaEyZsdL7U.mid",False,,,
"Alkan, Charles-Valentin","3 Marches, Op.40","../GiantMIDI/midis/Alkan, Charles-Valentin, 3 Marches, Op.40, nE50cZHt8Fs.mid",False,,,
"Alkan, Charles-Valentin","Minuetto alla Tedesca, Op.46","../GiantMIDI/midis/Alkan, Charles-Valentin, Minuetto alla Tedesca, Op.46, CO51FDSRPTw.mid",True,"Alkan, Charles-Valentin",Minuetto alla tedesca,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Minuetto_alla_tedesca_"
"Alkan, Charles-Valentin","Les mois, Op.74","../GiantMIDI/midis/Alkan, Charles-Valentin, Les mois, Op.74, Pzth1MU5JFY.mid",True,"Alkan, Charles-Valentin",Les mois,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Les_mois_"
"Alkan, Charles-Valentin","3 Morceaux dans le Genre pathétique, Op.15","../GiantMIDI/midis/Alkan, Charles-Valentin, 3 Morceaux dans le Genre pathétique, Op.15, aOGplYgQOZk.mid",True,"Alkan, Charles-Valentin",3 Morceaux dans le Genre pathétique,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/3_Morceaux_dans_le_Genre_pathétique_"
"Alkan, Charles-Valentin","Nocturne 'Le Grillon', Op.60bis","../GiantMIDI/midis/Alkan, Charles-Valentin, Nocturne 'Le Grillon', Op.60bis, 4Rveexu96tw.mid",True,"Alkan, Charles-Valentin",Le grillon,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Le_grillon_"
"Alkan, Charles-Valentin","Les Omnibus, Op.2","../GiantMIDI/midis/Alkan, Charles-Valentin, Les Omnibus, Op.2, SD_qUojdVBY.mid",True,"Alkan, Charles-Valentin","Les omnibus
, variations for piano solo","imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Les_omnibus
,_variations_for_piano_solo_"
"Alkan, Charles-Valentin",Paix à la paix,"../GiantMIDI/midis/Alkan, Charles-Valentin, Paix à la paix, d2hAT8fU7qA.mid",False,,,
"Alkan, Charles-Valentin",Petit conte,"../GiantMIDI/midis/Alkan, Charles-Valentin, Petit conte, pJwOucXTls0.mid",True,"Alkan, Charles-Valentin",Petit conte,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Petit_conte_"
"Alkan, Charles-Valentin","3 Petites fantaisies, Op.41","../GiantMIDI/midis/Alkan, Charles-Valentin, 3 Petites fantaisies, Op.41, CptNa_Pa7b0.mid",True,"Alkan, Charles-Valentin",3 Petites fantaisies,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/3_Petites_fantaisies_"
"Alkan, Charles-Valentin","2 Petites pièces, Op.60","../GiantMIDI/midis/Alkan, Charles-Valentin, 2 Petites pièces, Op.60, jcvaJLXSC0c.mid",True,"Alkan, Charles-Valentin",2 Petites pièces,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/2_Petites_pièces_"
"Alkan, Charles-Valentin",Petits préludes sur les 8 gammes du plain-chant,"../GiantMIDI/midis/Alkan, Charles-Valentin, Petits préludes sur les 8 gammes du plain-chant, pZy2vx0FKSw.mid",False,,,
"Alkan, Charles-Valentin","11 Pièces dans le style religieux, Op.72","../GiantMIDI/midis/Alkan, Charles-Valentin, 11 Pièces dans le style religieux, Op.72, deEPDjLBeLw.mid",True,"Alkan, Charles-Valentin",11 Pièces dans le style religieux et 1 transcription du Messie de Hændel,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/11_Pièces_dans_le_style_religieux_et_1_transcription_du_Messie_de_Hændel_"
"Alkan, Charles-Valentin",Pour Monsieur Gurkhaus,"../GiantMIDI/midis/Alkan, Charles-Valentin, Pour Monsieur Gurkhaus, L2ajYW7C75s.mid",True,"Alkan, Charles-Valentin",Pour Monsieur Gurkhaus,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Pour_Monsieur_Gurkhaus_"
"Alkan, Charles-Valentin","25 Preludes, Op.31","../GiantMIDI/midis/Alkan, Charles-Valentin, 25 Preludes, Op.31, tly_AbXkeCI.mid",True,"Alkan, Charles-Valentin","25 Preludes, Op.31","imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/25_Preludes,_Op.31_"
"Alkan, Charles-Valentin","Quasi Caccia, Op.53","../GiantMIDI/midis/Alkan, Charles-Valentin, Quasi Caccia, Op.53, JYAEaf9C4jU.mid",True,"Alkan, Charles-Valentin",Quasi Caccia,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Quasi_Caccia_"
"Alkan, Charles-Valentin","Réconciliation, Op.42","../GiantMIDI/midis/Alkan, Charles-Valentin, Réconciliation, Op.42, MGwcbrYFsiU.mid",True,"Alkan, Charles-Valentin","Réconciliation, petit caprice pour piano","imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Réconciliation,_petit_caprice_pour_piano_"
"Alkan, Charles-Valentin","Recueil d'Impromptus, Op.32","../GiantMIDI/midis/Alkan, Charles-Valentin, Recueil d'Impromptus, Op.32, EIPeJfmC06U.mid",True,"Alkan, Charles-Valentin",Recueil d'Impromptus,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Recueil_d'Impromptus_"
"Alkan, Charles-Valentin","Recueil de Chants, Op.65","../GiantMIDI/midis/Alkan, Charles-Valentin, Recueil de Chants, Op.65, p5IQXu1-A5s.mid",True,"Alkan, Charles-Valentin",Recueil de Chants Nos.1 and 2,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Recueil_de_Chants_Nos.1_and_2_"
"Alkan, Charles-Valentin","Recueil de Chants, Op.70","../GiantMIDI/midis/Alkan, Charles-Valentin, Recueil de Chants, Op.70, Vsd6ANf1rUQ.mid",True,"Alkan, Charles-Valentin",Recueil de Chants Nos.1 and 2,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Recueil_de_Chants_Nos.1_and_2_"
"Alkan, Charles-Valentin","Rondeau chromatique, Op.12","../GiantMIDI/midis/Alkan, Charles-Valentin, Rondeau chromatique, Op.12, B92cPwiBNW0.mid",True,"Alkan, Charles-Valentin",Rondeau Chromatique,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Rondeau_Chromatique_"
"Alkan, Charles-Valentin","Rondoletto 'Il était un p'tit homme', Op.3","../GiantMIDI/midis/Alkan, Charles-Valentin, Rondoletto 'Il était un p'tit homme', Op.3, PK1YdM_M3PM.mid",False,,,
"Alkan, Charles-Valentin","Saltarelle, Op.23","../GiantMIDI/midis/Alkan, Charles-Valentin, Saltarelle, Op.23, pUlgsDD3iDw.mid",True,"Alkan, Charles-Valentin",Saltarelle,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Saltarelle_"
"Alkan, Charles-Valentin","Salut, Cendre de Pauvre, Op.45","../GiantMIDI/midis/Alkan, Charles-Valentin, Salut, Cendre de Pauvre, Op.45, HxD_ReBdT-M.mid",True,"Alkan, Charles-Valentin","Salut, Cendre de Pauvre, Op.45","imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Salut,_Cendre_de_Pauvre,_Op.45_"
"Alkan, Charles-Valentin","3 Scherzi di bravoure, Op.16","../GiantMIDI/midis/Alkan, Charles-Valentin, 3 Scherzi di bravoure, Op.16, xpJ1F4AfyiU.mid",False,,,
"Alkan, Charles-Valentin","Le tambour bat aux champs, Op.50bis","../GiantMIDI/midis/Alkan, Charles-Valentin, Le tambour bat aux champs, Op.50bis, HKbCSrSqOLs.mid",True,"Alkan, Charles-Valentin",Le tambour bat aux champs,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Le_tambour_bat_aux_champs_"
"Alkan, Charles-Valentin","Toccatina, Op.75","../GiantMIDI/midis/Alkan, Charles-Valentin, Toccatina, Op.75, H-NQpRJRGSc.mid",True,"Alkan, Charles-Valentin",Toccatina,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Toccatina_"
"Alkan, Charles-Valentin",Variations à la vielle,"../GiantMIDI/midis/Alkan, Charles-Valentin, Variations à la vielle, Ha5PaIUNGyY.mid",True,"Alkan, Charles-Valentin",Variations à la vielle sur un air de l'Elisire d'amore [Donizetti],"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Variations_à_la_vielle_sur_un_air_de_l'Elisire_d'amore_[Donizetti]_"
"Alkan, Charles-Valentin","Variations on a Theme of Steibelt, Op.1","../GiantMIDI/midis/Alkan, Charles-Valentin, Variations on a Theme of Steibelt, Op.1, 3DdxWUFkxR0.mid",True,"Alkan, Charles-Valentin","Variations on a Theme of Steibelt, Op.1","imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Variations_on_a_Theme_of_Steibelt,_Op.1_"
"Alkan, Charles-Valentin","Variations quasi fantaisie, Op.16 No.6","../GiantMIDI/midis/Alkan, Charles-Valentin, Variations quasi fantaisie, Op.16 No.6, zaqRme3oa2g.mid",True,"Alkan, Charles-Valentin",Variations quasi fantaisie composés sur une barcarolle napolitaine in B-flat,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Variations_quasi_fantaisie_composés_sur_une_barcarolle_napolitaine_in_B-flat_"
"Alkan, Charles-Valentin","Variations sur 'Ah ! segnata é la mia morte', Op.16 No.4","../GiantMIDI/midis/Alkan, Charles-Valentin, Variations sur 'Ah ! segnata é la mia morte', Op.16 No.4, -sSHCvni-NU.mid",False,,,
"Alkan, Charles-Valentin","Variations sur un thème de Bellini, Op.16 No.5","../GiantMIDI/midis/Alkan, Charles-Valentin, Variations sur un thème de Bellini, Op.16 No.5, zLVMY1Yc6oo.mid",True,"Alkan, Charles-Valentin",Variations sur un thème de Bellini 'La tremenda ultrice spada' de >I Capuleti e i Montecci< in G,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Variations_sur_un_thème_de_Bellini_'La_tremenda_ultrice_spada'_de_>I_Capuleti_e_i_Montecci<_in_G_"
"Alkan, Charles-Valentin",Zorcico,"../GiantMIDI/midis/Alkan, Charles-Valentin, Zorcico, 3VCNtyi3pgY.mid",True,"Alkan, Charles-Valentin",Zorcico,"imslp_bootleg_dir-v1.1/Alkan,_Charles-Valentin/Zorcico_"
"Alkan, Maxime",Maria,"../GiantMIDI/midis/Alkan, Maxime, Maria, F7YxFilFFXo.mid",True,"Alkan, Maxime",Maria,"imslp_bootleg_dir-v1.1/Alkan,_Maxime/Maria_"
"Allen, Euphemia",The Celebrated Chop Waltz,"../GiantMIDI/midis/Allen, Euphemia, The Celebrated Chop Waltz, eJZnDn-M8JM.mid",True,"Allen, Euphemia",The Celebrated Chop Waltz,"imslp_bootleg_dir-v1.1/Allen,_Euphemia/The_Celebrated_Chop_Waltz_"
"Allende, Pedro Humberto",12 Tonadas,"../GiantMIDI/midis/Allende, Pedro Humberto, 12 Tonadas, r0cOiEu2WAM.mid",True,"Allende, Pedro Humberto",12 Tonadas,"imslp_bootleg_dir-v1.1/Allende,_Pedro_Humberto/12_Tonadas_"
"Alnæs, Eyvind","Marche symphonique, Op.16","../GiantMIDI/midis/Alnæs, Eyvind, Marche symphonique, Op.16, vQdOtrzVc3U.mid",False,,,
"Alnæs, Eyvind","4 Piano Pieces, Op.4","../GiantMIDI/midis/Alnæs, Eyvind, 4 Piano Pieces, Op.4, b1i7AU7k2cg.mid",True,"Alnæs, Eyvind",4 Piano Pieces,"imslp_bootleg_dir-v1.1/Alnæs,_Eyvind/4_Piano_Pieces_"
"Alnæs, Eyvind","3 Piano Pieces, Op.9","../GiantMIDI/midis/Alnæs, Eyvind, 3 Piano Pieces, Op.9, 4JYFS3GciOk.mid",True,"Alnæs, Eyvind",3 Piano Pieces,"imslp_bootleg_dir-v1.1/Alnæs,_Eyvind/3_Piano_Pieces_"
"Alnæs, Eyvind","4 Piano Pieces, Op.13","../GiantMIDI/midis/Alnæs, Eyvind, 4 Piano Pieces, Op.13, -dSoxajqWow.mid",True,"Alnæs, Eyvind",4 Piano Pieces,"imslp_bootleg_dir-v1.1/Alnæs,_Eyvind/4_Piano_Pieces_"
"Alnæs, Eyvind",Romance,"../GiantMIDI/midis/Alnæs, Eyvind, Romance, kI0LnpTwwLE.mid",True,"Alnæs, Eyvind",Romance,"imslp_bootleg_dir-v1.1/Alnæs,_Eyvind/Romance_"
"Alnæs, Eyvind","Variations, Op.5","../GiantMIDI/midis/Alnæs, Eyvind, Variations, Op.5, jltNNSoVNXQ.mid",True,"Alnæs, Eyvind",Variations,"imslp_bootleg_dir-v1.1/Alnæs,_Eyvind/Variations_"
"Aloiz, Vladislav","3 Morceaux, Op.33","../GiantMIDI/midis/Aloiz, Vladislav, 3 Morceaux, Op.33, CO3wGLavE4Y.mid",True,"Aloiz, Vladislav",3 Morceaux,"imslp_bootleg_dir-v1.1/Aloiz,_Vladislav/3_Morceaux_"
"Aloiz, Vladislav","4 Morceaux, Op.51","../GiantMIDI/midis/Aloiz, Vladislav, 4 Morceaux, Op.51, tcXabCxkzVU.mid",True,"Aloiz, Vladislav",4 Morceaux,"imslp_bootleg_dir-v1.1/Aloiz,_Vladislav/4_Morceaux_"
"Alombert, Jeanne",Impromptu,"../GiantMIDI/midis/Alombert, Jeanne, Impromptu, CsGt_W9ryj0.mid",True,"Alombert, Jeanne",Impromptu,"imslp_bootleg_dir-v1.1/Alombert,_Jeanne/Impromptu_"
"Alsuyet, Claudio",Fragmentos de un cuento Chino,"../GiantMIDI/midis/Alsuyet, Claudio, Fragmentos de un cuento Chino, XHs0v_wXPTc.mid",False,,,
"Altès, Joseph-Henri","Solo No.4, Op.23","../GiantMIDI/midis/Altès, Joseph-Henri, Solo No.4, Op.23, iBdYevt6Vh0.mid",False,,,
"Altès, Joseph-Henri","Solo No.7, Op.32","../GiantMIDI/midis/Altès, Joseph-Henri, Solo No.7, Op.32, ij7U8f3QWoQ.mid",False,,,
"Altès, Joseph-Henri","Solo No.8, Op.34","../GiantMIDI/midis/Altès, Joseph-Henri, Solo No.8, Op.34, D5i90AELhJA.mid",False,,,
"Alyabyev, Aleksandr",Farewell to the Nightingale,"../GiantMIDI/midis/Alyabyev, Aleksandr, Farewell to the Nightingale, 4Oj1I6HzcbI.mid",True,"Alyabyev, Aleksandr",Farewell to the Nightingale,
"Alyabyev, Aleksandr",Mazurka in D major,"../GiantMIDI/midis/Alyabyev, Aleksandr, Mazurka in D major, 8rtQpr7S1PM.mid",True,"Alyabyev, Aleksandr",Mazurka in D major,"imslp_bootleg_dir-v1.1/Alyabyev,_Aleksandr/Mazurka_in_D_major_"
